Chart Title: ,Avg Percentage CPU for AFAS Next Production V1 in West Europe region  by VMName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mon, 03 Feb 2025 00:00:00 GMT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sun, 09 Feb 2025 23:59:00 GMT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grain: 5 Minutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aggregation type: Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grouping: VMName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filters: None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chart type: Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Clstr004-SS_4,Clstr004-SS_2,Clstr004-SS_1,Clstr004-SS_0,Clstr003-SS_1,Clstr003-SS_4,Clstr004-SS_3,Clstr003-SS_3,Clstr003-SS_2,Clstr003-SS_0,Dbg002-SS_0,Clstr008-SS_1,Clstr008-SS_0,Clstr008-SS_2,Clstr008-SS_4,Clstr008-SS_3,Clstr009-SS_5,Clstr009-SS_6,Clstr009-SS_8,Clstr009-SS_7,Clstr009-SS_9,Clstr009-SS_1,Clstr009-SS_3,Clstr009-SS_4,Clstr009-SS_2,Clstr009-SS_0,proxy001L-SS_6,proxy001L-SS_7,proxy001L-SS_5,proxy001L-SS_8
2/8/2025 15:35,15.354,16.082,15.811,17.21,18.91,17.034,15.571,16.301,17.267,17.728,11.558,2.792,3.784444444,6.463,2.663,2.74,--,--,--,--,--,0.836,1.033,0.926,4.137,1.032,1.001,0.875,0.718,0.99
2/8/2025 15:40,18.131,16.847,15.902,16.119,17.305,19.334,17.61,16.701,17.387,16.619,12.214,6.69,6.679090909,3.843,6.481,6.605,--,--,--,--,--,4.155,1.744,4.185,1.028,4.219,0.794,0.82,0.627,0.841
2/8/2025 15:45,18.332,18.252,17.799,17.844,17.991,19.56,16.349,19.724,20.966,17.471,11.591,4.164,6.338,2.667,3.918,2.863,--,--,--,--,--,1.115,3.638,1.044,0.762,0.783,1.074,0.958,0.936,0.737
2/8/2025 15:50,18.218,18.875,18.426,20.211,18.607,19.078,16.88,16.981,16.824,19.455,11.68,2.991,3.627,10.613,2.889,4.029,--,--,--,--,--,1.257,0.838,0.661,2.729,1.281,1.086,0.882,0.948,1.041
2/8/2025 15:55,18.973,17.153,17.253,17.869,17.003,21.096,17.247,20.126,17.557,17.158,13.1,10.304,11.182,2.794,10.225,10.704,--,--,--,--,--,2.844,1.678,2.709,1.065,2.458,0.81,1.264,0.747,1.051
2/8/2025 16:00,18.466,18.912,20.345,18.56,17.925,18.152,17.397,19.444,19.179,17.631,13.938,3.099,3.275,2.689,2.556,2.77,--,--,--,--,--,1.057,2.346,1.727,0.908,1.194,0.829,0.921,0.717,0.903
2/8/2025 16:05,17.642,18.499,17.515,18.655,19.773,18.828,17.065,19.251,17.676,18.452,11.676,2.959,3.984,6.416,2.645,2.824,--,--,--,--,--,1.392,1.275,1.08,4.346,1.095,1.155,0.907,0.872,0.685
2/8/2025 16:10,18.111,16.949,16.22,17.485,17.213,18.118,17.605,16.26,17.229,17.035,12.562,6.575,7.052,2.707,6.369,6.536,--,--,--,--,--,4.329,1.405,4.265,0.868,4.579,0.766,0.795,0.643,0.672
2/8/2025 16:15,18.478,22.23,19.323,18.487,18.409,17.442,17.377,18.115,21.104,17.948,11.986,2.798,3.48,2.537,2.66,2.758,--,--,--,--,--,1.295,3.434,0.864,0.631,0.705,0.817,0.661,0.586,0.622
2/8/2025 16:20,16.538,17.789,21.457,19.147,18.84,17.365,16.728,16.972,18.011,18.924,11.612,3.096,3.196,9.93,2.584,2.847,--,--,--,--,--,1.59,1.231,1.35,2.901,1.198,0.711,0.799,0.74,0.788
2/8/2025 16:25,17.15,16.045,16.064,16.771,16.973,20.826,16.743,16.318,17.245,16.733,13.916,10.053,10.732,2.495,10.029,15.674,--,--,--,--,--,2.854,1.529,2.828,0.963,2.551,0.733,0.786,0.612,0.684
2/8/2025 16:30,16.106,16.848,18.944,16.034,18.762,18.465,15.451,18.106,23.777,16.764,11.689,2.759,3.392,2.811,2.79,2.814,--,--,--,--,--,1.152,1.789,1.089,0.703,1.074,0.527,0.628,0.741,0.616
2/8/2025 16:35,15.876,17.29,15.986,16.573,20.049,20.37,15.022,19.458,22.06,18.393,11.706,2.813,7.575,6.487,2.745,2.822,--,--,--,--,--,1.22,1.352,0.709,3.921,0.628,0.522,0.559,0.533,0.522
2/8/2025 16:40,17.929,16.323,16.186,16.073,17.668,17.963,17.53,16.323,17.134,18.85,13.056,6.547,7.215,2.861,6.376,6.693,--,--,--,--,--,4.353,1.626,4.435,0.967,4.542,0.62,0.69,0.622,0.666
2/8/2025 16:45,16.228,18.552,17.048,16.288,17.085,16.996,17.014,17.273,19.017,17.463,11.947,2.808,3.376,2.87,2.679,2.783,--,--,--,--,--,1.929,6.592,2.234,3.845,2.759,0.847,0.847,0.781,0.696
2/8/2025 16:50,20.273,16.363,16.253,18.114,17.831,16.923,15.595,16.254,17.131,18.714,12.36,3.046,3.667,10.049,3.203,2.934,--,--,--,--,--,1.012,3.047,1.184,2.805,1.171,0.747,0.631,0.599,0.754
2/8/2025 16:55,17.342,16.673,15.828,16.544,17.365,19.18,16.934,15.688,17.098,16.761,13.358,10.071,10.7,3.068,10.205,10.093,--,--,--,--,--,3.531,1.837,3.109,1.126,2.86,0.704,0.658,0.633,0.693
2/8/2025 17:00,17.275,17.507,17.796,16.842,17.573,16.882,16.463,18.601,19.137,17.367,11.854,3.006,3.484,2.475,2.71,2.83,--,--,--,--,--,1.594,1.996,0.938,0.814,0.763,0.724,0.731,0.543,0.585
2/8/2025 17:05,15.841,16.552,16.165,17.299,19.247,16.959,15.758,16.576,18.147,17.264,11.743,2.849,3.238,6.554,2.661,2.681,--,--,--,--,--,0.914,0.801,0.658,4.022,0.735,0.588,0.567,0.552,0.603
2/8/2025 17:10,18.712,15.395,15.923,17.34,17.02,17.828,17.186,16.334,17.102,16.633,12.596,6.674,7.438,2.493,6.329,6.601,--,--,--,--,--,4.453,1.478,3.993,0.814,4.209,0.556,0.728,0.54,0.659
2/8/2025 17:15,16.305,17.769,17.366,15.925,17.264,17.101,16.185,19.854,18.994,16.884,11.502,2.851,3.219,2.609,2.619,2.675,--,--,--,--,--,1.092,3.218,0.793,1.121,0.603,0.588,0.535,0.56,0.552
2/8/2025 17:20,16.053,16.03,16.262,18.983,17.358,16.895,16.115,16.76,16.972,19.082,11.618,2.699,3.331,9.861,2.581,2.77,--,--,--,--,--,0.802,0.864,0.741,2.722,0.836,0.608,0.643,0.435,0.571
2/8/2025 17:25,17.053,16.152,15.926,16.235,19.118,18.739,16.592,16.339,17.182,17.514,13.553,12.442,12.872,2.592,12.138,12.403,--,--,--,--,--,2.616,1.658,2.4,0.685,2.851,0.61,1.834,0.651,0.603
2/8/2025 17:30,16.263,17.156,17.776,16.944,17.129,17.174,15.597,18.212,18.079,17.023,11.585,2.666,3.348,2.455,2.741,2.674,--,--,--,--,--,0.896,1.804,0.914,0.814,0.651,0.806,0.594,0.577,0.7
2/8/2025 17:35,15.991,16.118,16.032,18.814,19.028,17.046,15.555,16.34,17.322,17.99,11.339,2.825,3.538,6.424,2.702,2.688,--,--,--,--,--,1.15,0.804,0.947,3.998,0.76,0.801,0.646,0.831,0.655
2/8/2025 17:40,17.748,15.978,15.902,16.252,17.287,17.92,17.424,18.842,17.276,16.966,12.957,6.549,7.214,2.638,6.525,6.605,--,--,--,--,--,4.285,1.489,3.961,0.8,4.253,0.793,0.516,0.581,0.674
2/8/2025 17:45,15.286,17.768,16.272,16.102,16.965,16.303,19.163,18.373,18.975,16.687,11.726,2.737,3.237,2.91,2.768,2.755,--,--,--,--,--,0.893,3.246,0.694,0.662,0.648,0.582,0.55,0.488,0.74
2/8/2025 17:50,15.869,15.966,15.934,18.027,17.924,16.941,16.827,16.246,16.958,17.689,11.797,3.085,3.642,10.125,3.173,2.9,--,--,--,--,--,1.001,0.762,0.684,2.381,0.983,0.559,0.533,0.62,0.53
2/8/2025 17:55,17.078,15.249,17.273,16.212,16.912,18.747,17.665,16.283,17.079,16.649,13.768,10.201,10.569,2.739,9.73,10.086,--,--,--,--,--,2.701,1.495,2.329,0.777,2.853,0.535,0.662,0.517,0.494
2/8/2025 18:00,16.853,17.589,18.613,16.267,17.82,17.495,15.51,19.052,17.803,18.744,11.412,3.106,3.421,2.573,2.623,2.848,--,--,--,--,--,1.209,2.028,0.785,0.977,0.876,0.558,0.549,0.488,0.76
2/8/2025 18:05,20.576,15.903,16.466,17.437,18.669,16.914,15.195,17.649,17.291,18.911,11.719,2.993,3.352,6.417,3.635,2.597,--,--,--,--,--,1.462,1.632,1.442,4.135,0.94,0.716,0.59,0.597,0.574
2/8/2025 18:10,21.288,16.142,16.849,16.22,16.986,17.712,18.61,17.38,17.148,16.709,12.708,6.648,7.098,2.552,6.306,6.778,--,--,--,--,--,4.083,1.493,4.182,0.688,4.312,0.711,0.553,0.533,0.515
2/8/2025 18:15,16.272,18.048,17.367,16.312,16.93,16.961,15.617,17.435,18.945,18.127,11.623,2.687,3.316,2.565,2.711,2.667,--,--,--,--,--,1.012,3.976,0.866,0.731,1.185,0.727,0.65,0.556,0.75
2/8/2025 18:20,15.844,15.971,16.068,18.111,18.149,16.921,15.614,15.739,17.07,18.55,11.909,2.925,3.267,9.757,2.583,2.783,--,--,--,--,--,1.06,0.673,0.729,2.417,0.968,0.684,0.609,0.58,0.658
2/8/2025 18:25,16.889,16.819,15.67,16.448,16.996,18.646,16.316,16.171,16.974,16.811,13.025,10.288,10.728,2.483,10.022,9.98,--,--,--,--,--,2.567,1.77,3.48,1.49,3.12,0.737,0.943,0.691,0.704
2/8/2025 18:30,15.05,17.095,17.6,16.141,21.362,16.583,16.591,18.272,17.95,16.595,11.655,2.847,3.303,2.512,2.826,2.695,--,--,--,--,--,1.077,1.733,0.839,0.598,1.05,0.779,0.879,0.555,0.625
2/8/2025 18:35,15.791,15.412,15.838,17.033,18.924,16.94,15.383,16.4,17.051,16.995,11.681,13.814,3.555,6.414,2.872,2.696,--,--,--,--,--,1.16,0.842,0.777,4.253,0.693,0.661,0.576,0.543,0.742
2/8/2025 18:40,17.656,16.086,15.818,16.111,16.977,18.092,17.057,16.411,16.705,16.785,13.127,13.867,6.941,3.801,11.96,6.566,--,--,--,--,--,4.265,1.536,3.975,0.785,4.25,0.565,0.557,0.593,0.605
2/8/2025 18:45,15.55,17.457,16.648,15.595,17.043,16.986,14.527,17.318,18.282,16.705,11.7,2.887,3.519,2.873,--,2.819,--,--,--,--,--,0.811,3.244,0.942,0.641,0.897,0.548,0.567,0.503,0.622
2/8/2025 18:50,16.11,15.773,15.803,17.887,17.513,16.955,15.176,17.929,18.887,18.609,11.361,3.197,3.57,10.517,3.061666667,2.794,--,--,--,--,--,0.877,0.784,0.695,2.407,1.295,0.686,0.583,0.649,0.688
2/8/2025 18:55,16.87,15.981,15.877,16.622,17.041,20.29,16.299,16.405,17.4,17.614,13.44,10.22,10.649,9.981,10.046,10.105,--,--,--,--,--,2.805,1.845,2.501,0.983,2.574,0.591,0.664,0.603,0.692
2/8/2025 19:00,16.418,19.85,19.084,16.659,17.8,17.495,15.778,18.372,19.58,17.2,11.427,2.954,3.341,2.676,2.748,2.828,--,--,--,--,--,1.391,1.966,0.749,0.774,1.044,0.626,0.62,0.724,0.693
2/8/2025 19:05,16.039,16.054,15.958,17.104,19.65,16.852,15.481,15.866,17.154,19.715,11.782,2.888,3.984,6.543,2.815,2.76875,--,--,--,--,--,1.038,0.908,0.683,4.125,1.189,0.615,0.545,0.591,0.567
2/8/2025 19:10,17.443,15.879,15.191,16.156,17.318,17.603,17.047,16.45,17.109,17.633,12.192,6.681,7.018,2.567,6.503,6.631,--,--,--,--,--,4.163,1.49,3.845,0.679,4.293,0.681,0.594,0.603,0.53
2/8/2025 19:15,15.205,17.558,16.694,16.329,17.202,16.473,15.217,17.305,18.831,16.45,11.633,2.857,3.518,2.675,2.723,2.732,--,--,--,--,--,1.042,3.449,0.717,0.595,0.661,0.548,0.642,0.466,0.521
2/8/2025 19:20,15.717,14.972,15.845,17.976,17.9,16.984,15.366,16.239,17.044,18.203,11.462,2.796,3.222222222,12.237,2.744,2.733,--,--,--,--,--,1.166,0.806,0.623,2.427,0.864,0.583,0.582,0.584,0.553
2/8/2025 19:25,16.691,15.74,15.769,16.074,16.9,18.769,15.995,16.413,16.765,17.037,13.332,10.138,10.08636364,2.489,9.992,10.135,--,--,--,--,--,2.561,1.832,2.367,0.611,2.591,0.51,0.64,0.47,0.574
2/8/2025 19:30,15.648,16.689,17.895,15.346,16.524,17.865,14.741,18.252,17.65,18.341,11.501,2.822,3.292,2.61,2.865,2.679,--,--,--,--,--,0.976,1.749,0.907,0.687,0.753,0.485,0.777,0.546,0.556
2/8/2025 19:35,15.66,15.92,15.632,16.962,18.686,16.723,15.429,16.339,17.131,17.58,11.396,2.862,3.56,6.51,2.687,2.715,--,--,--,--,--,0.886,0.829,0.525,4.075,0.668,0.554,0.489,0.476,0.457
2/8/2025 19:40,17.666,16.321,15.752,16.825,16.823,17.939,17.154,16.301,16.888,16.616,12.592,6.795,7.312,2.714,6.578,6.491,--,--,--,--,--,4.302,1.83,4.138,0.744,4.224,0.521,0.538,0.491,0.501
2/8/2025 19:45,17.029,17.756,16.581,16.4,16.946,16.885,15.583,17.223,19.562,16.571,11.147,2.845,5.417,2.689,2.714,2.746,--,--,--,--,--,0.93,3.344,0.923,0.779,0.786,0.595,0.596,0.46,0.689
2/8/2025 19:50,15.931,15.963,15.322,19.636,17.874,16.801,15.425,16.541,17.02,18.615,11.088,3.078,3.586,10.143,2.966,2.832,--,--,--,--,--,1.305,1.038,1.046,2.445,0.889,0.59,0.564,0.582,0.598
2/8/2025 19:55,17.024,15.786,15.363,16.166,16.948,18.293,16.36,20.193,17.131,16.596,13.355,10.42,10.666,2.75,10.041,10.071,--,--,--,--,--,2.896,1.944,2.883,1.248,2.868,0.655,0.647,0.668,0.74
2/8/2025 20:00,15.941,16.982,18.885,16.883,17.713,17.362,15.881,19.161,19.161,16.908,13.793,2.821,3.385,2.51,2.717,2.844,--,--,--,--,--,1.324,1.758,0.94,0.916,2.2,0.733,0.588,0.911,0.648
2/8/2025 20:05,16.082,15.972,16.052,17.333,19.208,16.975,15.795,19.534,17.254,17.359,11.38,2.875,4.88,6.875,2.727,2.742,--,--,--,--,--,1.142,1.088,1.077,4.299,1.033,0.727,0.669,0.638,0.813
2/8/2025 20:10,17.846,16.02,15.872,16.081,17.462,18.037,17.061,16.547,16.908,16.758,12.649,6.568,--,2.652,6.383,6.564,--,--,--,--,--,5.235,2.493,4.402,0.943,4.574,0.812,0.813,0.845,0.805
2/8/2025 20:15,16.029,19.344,19.869,16.478,17.294,17.277,15.248,18.057,20.166,17.083,11.689,2.874,3.46875,2.62,2.83,2.742,--,--,--,--,--,1.431,3.676,1.025,0.912,0.866,0.664,0.855,0.732,0.824
2/8/2025 20:20,16.047,16.326,18.834,18.186,18.124,18.432,15.593,16.516,17.972,18.901,11.38,3.19,3.53,9.816,2.703,5.852,--,--,--,--,--,1.379,0.972,1.001,2.863,0.853,0.632,0.817,0.815,0.553
2/8/2025 20:25,17.139,16.176,16.169,16.386,17.766,19.281,16.656,16.242,17.374,16.782,13.285,10.224,10.521,2.735,9.741,12.672,--,--,--,--,--,3.039,1.853,2.991,0.838,3.19,0.896,0.726,0.641,0.79
2/8/2025 20:30,16.04,17.477,18.748,16.214,18.433,18.557,15.547,17.736,25.414,16.772,12.064,2.753,3.688,2.565,2.883,2.869,--,--,--,--,--,1.938,1.953,1.558,1.202,0.864,0.831,0.666,0.675,0.751
2/8/2025 20:35,16.037,17.551,15.347,17.136,19.03,18.018,15.592,16.45,18.898,17.684,11.743,2.836,7.422,6.42,2.848,2.7,--,--,--,--,--,1.67,1.219,0.918,4.416,1.322,0.804,0.805,0.748,0.713
2/8/2025 20:40,17.394,16.053,15.975,16.161,17.367,17.386,17.444,16.376,17.206,17.636,12.76,6.558,7.475,2.76,6.378,6.709,--,--,--,--,--,4.956,1.788,4.009,0.893,4.328,0.698,0.824,0.558,0.847
2/8/2025 20:45,15.487,17.785,16.722,16.12,17.07,16.791,16.423,17.352,19.046,17.17,12.058,2.799,3.331,2.757,2.822,2.758,--,--,--,--,--,1.068,3.146,0.77,0.631,0.768,0.706,0.65,0.634,0.69
2/8/2025 20:50,20.03,15.897,15.932,17.957,17.993,16.832,15.536,16.386,17.061,18.449,12.174,3.034,3.823,10.392,3.006,2.809,--,--,--,--,--,1.176,0.962,0.756,2.635,0.88,0.887,0.799,0.605,0.786
2/8/2025 20:55,17.333,16.575,15.988,16.034,17.191,18.902,16.251,16.478,16.482,16.756,13.299,10.49,10.822,2.847,9.866,10.154,--,--,--,--,--,2.778,1.891,2.585,1.2,2.894,1.373,1.02,0.934,1.625
2/8/2025 21:00,17.406,17.356,18.109,16.237,16.831,17.675,16.985,18.751,18.713,17.138,11.933,2.806,3.512,2.562,2.759,2.888,--,--,--,--,--,1.091,1.809,1.256,1.242,1.365,0.899,1.186,0.908,0.844
2/8/2025 21:05,16,16.48,15.844,17.114,19.193,16.703,16.726,16.546,18.059,17.977,11.541,2.787,3.219,6.335,2.599,2.554,--,--,--,--,--,0.989,0.741,1.376,4.115,1.053,0.689,0.589,0.581,0.504
2/8/2025 21:10,17.576,15.994,15.762,17.279,16.93,17.647,17.201,15.812,17.064,16.542,12.559,6.578,7.522,2.536,6.501,6.538,--,--,--,--,--,4.4,2.238,4.531,0.798,4.166,0.51,0.752,0.613,0.491
2/8/2025 21:15,16.097,17.806,17.043,16.201,17.071,16.932,16.333,21.131,19.229,16.734,11.623,2.802,3.331,2.399,2.688,2.659,--,--,--,--,--,1.858,3.48,1.437,1.846,1.653,0.721,0.501,0.61,0.742
2/8/2025 21:20,15.856,16.062,15.656,19.292,18.143,16.752,16.577,17.973,17.143,18.89,11.589,2.675,3.376,10.03,2.721,2.697,--,--,--,--,--,0.844,0.667,0.67,2.647,0.974,0.985,1.659,1.466,1.177
2/8/2025 21:25,16.195,15.641,15.747,16.258,18.75,17.901,16.418,16.261,16.996,17.08,13.511,10.035,10.707,2.526,10.318,9.973,--,--,--,--,--,2.709,1.781,2.41,0.69,2.499,1.754,1.184,0.546,1.208
2/8/2025 21:30,15.392,16.291,17.456,16.817,17.008,16.888,15.298,17.945,18.038,16.138,11.527,2.755,3.559,2.493,2.945,2.682,--,--,--,--,--,0.853,1.409,0.87,0.683,0.81,0.563,0.655,0.627,0.522
2/8/2025 21:35,15.712,15.689,15.605,18.533,18.683,16.693,15.078,16.18,17.033,17.398,11.675,2.804,3.496,6.324,2.608,2.633,--,--,--,--,--,0.864,0.738,0.75,3.813,0.638,0.845,0.505,0.496,0.439
2/8/2025 21:40,17.729,16.053,16.25,15.839,16.925,18.197,16.667,21.077,16.806,16.673,12.973,6.512,7.167,2.73,6.432,6.49,--,--,--,--,--,4.103,1.751,4.012,0.694,4.213,0.579,0.605,0.458,0.484
2/8/2025 21:45,15.623,17.42,16.483,15.541,17.25,17.457,18.841,18.239,19.571,17.116,11.637,2.78,3.408,2.5,2.834,2.662,--,--,--,--,--,0.882,3.262,0.533,0.619,0.832,0.524,0.498,0.435,0.499
2/8/2025 21:50,15.846,15.806,15.575,17.77,17.86,16.909,15.246,16.143,16.888,18.377,12.115,3.081,3.468,10.286,3.058,2.598,--,--,--,--,--,1.231,0.892,0.642,2.287,0.88,0.541,0.674,0.504,0.456
2/8/2025 21:55,16.913,15.926,16.8,15.918,17.033,18.948,16.308,15.745,17.171,16.646,13.34,10.282,11.189,2.714,9.803,10.39,--,--,--,--,--,2.528,1.807,2.53,0.804,2.364,0.506,0.559,0.582,0.689
2/8/2025 22:00,16.548,17.168,18.213,16.666,18.177,17.412,15.757,18.704,18.739,18.917,11.354,2.846,3.605,2.531,2.655,2.779,--,--,--,--,--,0.798,1.424,0.8,0.71,0.76,0.607,0.558,0.632,0.473
2/8/2025 22:05,21.945,15.954,16.15,17.36,19.413,16.606,15.371,16.357,17.088,18.913,11.631,2.659,4.025,6.341,3.6,2.631,--,--,--,--,--,0.921,0.588,0.696,4.067,0.669,0.508,0.453,0.472,0.46
2/8/2025 22:10,18.509,15.301,15.984,16.186,17.269,17.386,18.388,16.161,17.311,16.61,12.633,6.657,7.114,2.572,6.54,6.511,--,--,--,--,--,4.255,1.722,4.192,0.846,4.301,0.501,0.472,0.527,0.561
2/8/2025 22:15,15.847,17.362,16.638,15.96,17.518,17.022,15.186,17.366,19.004,17.513,10.724,2.792,3.464,2.499,2.651,2.695,--,--,--,--,--,0.993,2.921,0.731,0.484,0.829,0.468,0.652,0.414,0.603
2/8/2025 22:20,15.557,15.779,15.499,17.64,18.091,16.611,14.749,16.218,16.603,18.289,12.296,2.739,3.297,9.771,2.609,2.656,--,--,--,--,--,0.94,0.571,0.778,2.52,0.741,0.462,0.439,0.415,0.494
2/8/2025 22:25,16.576,16.439,15.699,15.527,16.45,18.619,15.723,16.155,16.417,16.734,13.34,9.98,10.66,2.491,9.846,10.115,--,--,--,--,--,2.694,1.754,2.371,0.759,2.507,0.419,0.408,0.484,0.41
2/8/2025 22:30,15.604,16.591,17.284,15.999,21.042,16.907,16.355,18.436,17.941,16.499,11.536,2.762,3.499,2.55,2.831,2.574,--,--,--,--,--,1.195,1.364,0.794,0.956,0.713,0.457,0.461,0.49,0.451
2/8/2025 22:35,15.58,15.716,15.654,16.86,18.839,16.834,15.229,15.731,17.063,17.539,11.606,18.721,3.434,6.553,2.703,2.655,--,--,--,--,--,0.93,0.611,0.41,4.223,0.642,0.431,0.432,0.452,0.382
2/8/2025 22:40,17.545,16.412,15.711,16.272,16.883,17.757,16.978,16.149,16.846,17.027,12.624,8.765,12.6825,2.65,6.351,6.701,--,--,--,--,--,4.128,1.672,4.098,0.815,4.121,0.647,0.466,0.476,0.444
2/8/2025 22:45,15.906,17.635,15.938,16.427,17.261,16.646,15.338,17.233,18.813,16.527,11.514,2.889,--,2.547,2.752,2.666,--,--,--,--,--,0.891,3.039,0.65,0.646,0.771,0.443,0.458,0.374,0.49
2/8/2025 22:50,15.797,15.683,15.704,17.771,17.813,16.334,15.199,17.306,18.754,18.323,11.234,3.013,3.786666667,10.202,2.938,2.627,--,--,--,--,--,0.904,0.734,0.615,2.419,0.783,0.488,0.436,0.487,0.392
2/8/2025 22:55,15.868,15.148,15.639,16.362,16.826,19.441,16.138,16.219,17.173,17.326,12.883,10.455,10.937,10.522,10.05,10.317,--,--,--,--,--,2.537,1.82,2.367,0.792,2.37,0.476,0.436,0.407,0.456
2/8/2025 23:00,17.896,20.604,20.762,18.282,19.212,19,16.97,19.665,21.389,17.511,11.586,2.801,3.33,2.707,2.709,2.791,--,--,--,--,--,1.392,1.964,1.871,1.25,0.981,0.53,0.522,0.424,0.6
2/8/2025 23:05,16.336,16.04,16.219,16.874,19.824,16.884,14.935,16.485,16.762,20.103,11.808,2.801,3.405,6.455,2.808,2.678,--,--,--,--,--,0.806,0.761,0.618,3.875,0.587,0.484,0.424,0.376,0.524
2/8/2025 23:10,19.085,16.826,17.95,17.453,17.631,19.13,19.281,17.336,18.074,18.401,12.492,6.574,7.207,2.53,6.722,6.702,--,--,--,--,--,4.27,1.638,4.003,0.521,4.042,0.417,0.422,0.497,0.389
2/8/2025 23:15,15.818,17.47,16.724,16.292,17.205,16.858,15.26,17.22,18.951,16.725,11.593,2.854,3.422,2.531,2.818,2.654,--,--,--,--,--,0.935,2.854,0.637,0.562,0.754,0.416,0.44,0.442,0.464
2/8/2025 23:20,16.476,16.441,16.869,18.892,19.078,17.643,15.974,16.315,17.879,19.751,11.585,2.672,3.414,9.68,2.712,2.648,--,--,--,--,--,0.774,0.708,0.519,2.693,0.541,0.452,0.421,0.388,0.427
2/8/2025 23:25,16.843,15.821,15.878,16.055,17.112,18.713,16.373,16.382,17.245,17.393,13.238,10.222,10.753,2.582,10.1,10.015,--,--,--,--,--,2.748,1.914,2.329,0.677,2.331,0.439,0.426,0.447,0.464
2/8/2025 23:30,16.223,17.016,17.632,16.478,17.355,18.287,15.777,18.278,18.275,18.132,11.418,2.752,3.716,2.498,2.98,2.71,--,--,--,--,--,0.746,1.433,0.758,0.683,0.785,0.471,0.428,0.463,0.437
2/8/2025 23:35,15.717,15.698,16.362,17.041,18.888,16.474,16.116,16.412,17.166,17.579,11.58,2.84,3.357,6.464,2.782,2.661,--,--,--,--,--,0.931,0.566,0.606,3.935,0.772,0.483,0.418,0.439,0.379
2/8/2025 23:40,17.007,16.034,16.082,16.643,17.262,17.798,17.547,16.284,17.27,16.459,12.70555556,6.543,7.365,3.468,6.585,6.696,--,--,--,--,--,4.106,1.933,3.87,0.725,4.112,0.451,0.49,0.415,0.444
2/8/2025 23:45,17.171,17.499,16.737,16.461,16.981,16.844,15.014,17.734,19.443,16.092,11.214,2.787,5.186,2.607,2.778,2.63,--,--,--,--,--,0.746,2.911,0.522,0.686,0.786,0.438,0.428,0.403,0.454
2/8/2025 23:50,15.569,15.858,16.171,18.623,17.582,16.623,14.796,16.406,16.278,18.453,11.474,2.975,3.576,10.817,3.033,2.714,--,--,--,--,--,0.897,0.668,0.803,2.331,0.691,0.444,0.444,0.392,0.39
2/8/2025 23:55,17.363,15.895,15.794,16.04,16.995,18.729,16.283,19.611,17.124,16.516,13.042,10.412,10.712,2.643,21.3875,10.583,--,--,--,--,--,2.688,1.76,2.312,1.003,2.354,0.419,0.487,0.385,0.393
2/9/2025 0:00,16.264,17.231,18.827,16.512,17.506,17.26,15.579,19.568,18.676,16.964,13.307,2.742,3.442,2.594,--,2.72,--,--,--,--,--,0.833,1.733,0.786,0.61,0.575,2.131,2.016,2.036,2.032
2/9/2025 0:05,15.956,15.815,15.943,17.047,19.416,16.769,15.249,17.167,17.257,17.835,11.61,2.854,3.4,6.272,2.435,2.652,--,--,--,--,--,0.909,0.707,0.748,3.904,0.645,0.674,0.625,0.502,0.557
2/9/2025 0:10,17.653,15.723,15.43,15.961,17.052,17.714,18.089,16.109,17.154,16.604,12.337,6.636,7.407,2.579,6.661,6.467,--,--,--,--,--,4.185,2.022,3.864,0.707,4.111,0.486,0.508,0.386,0.448
2/9/2025 0:15,15.691,18.851,20.411,16.554,17.078,16.878,16.352,17.124,19.899,16.692,11.533,2.784,3.217,2.419,2.919,2.641,--,--,--,--,--,1.051,2.854,0.632,0.629,0.684,0.441,0.434444444,0.464,0.411
2/9/2025 0:20,15.286,15.389,17.238,18.143,17.835,17.619,15.615,16.064,17.27,18.299,11.546,3.086,3.527,10.065,2.698,8.366,--,--,--,--,--,0.986,0.609,0.771,2.586,0.615,0.431,0.443,0.461,0.428
2/9/2025 0:25,16.307,15.655,15.815,15.984,19.05,18.7,16.033,17.511,18.049,16.281,13.054,10.068,10.685,2.439,10.391,10.233,--,--,--,--,--,2.489,1.89,2.447,0.777,2.523,0.472,0.522,0.412,0.396
2/9/2025 0:30,15.559,16.825,18.425,15.92,17.288,18.499,14.516,19.493,25.368,16.277,11.676,2.717,3.481,2.48,2.764,2.732,--,--,--,--,--,1.058,1.265,0.71,0.628,0.683,0.488,0.495,0.409,0.388
2/9/2025 0:35,15.692,17.253,15.749,16.23,18.447,17.717,15.172,16.283,16.839,17.413,11.166,2.922,7.666,6.358,2.831,2.682,--,--,--,--,--,0.82,0.636,0.611,3.911,0.797,0.443,0.434,0.404,0.385
